Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,"17921 | The children's Aadhaar cards were not made, due to which they were not being admitted to school. | 0.908"
,,,,,,17930 | Children are not required to attend school due to lack of Aadhaar card. | 0.9477
,,,,,,"17949 | The children's Aadhaar cards were not made, due to which they were not able to get admission in school. | 0.9014"
,,,,,,18049 | Due to lack of Aadhar card | 1
,,,,,,18050 | Children are not admitted to school due to lack of Aadhaar cards. | 0.9431
,,,,,,18091 | Aadhaar Card for Children | 0.9143
,,,,,,18127 | Due to lack of Aadhar card | 1
,,,,,,18137 | The child is unable to attend school due to lack of Aadhaar card. | 0.927
,,,,,,18154 | Children are unable to attend school due to lack of Aadhaar cards. | 0.9635
,,,,,,18165 | Some children are not enrolled in school due to lack of Aadhaar cards. | 0.9818
,,,,,,18183 | Children are not getting enrolled in school because their Aadhaar cards are not made. | 0.9776
,,,,,,18192 | Two or four children do not attend school because they do not have an Aadhaar card and are told that the card has not been made yet. | 0.9263
,,,,,,"18238 | Aadhar cards of the children were not made, due to which they were not given admission in the school. | 0.9061"
,,,,,,18241 | Children are unable to go to school because they do not have Aadhaar cards. | 0.9623
,,,,,,18263 | Children are unable to go to school because Aadhar cards are not made. | 0.9113
,,,,,,18293 | One child did not have an Aadhaar card | 1
,,,,,,"18321 | Due to lack of Aadhar card, children are not able to get enrolled in school. | 0.9191"
,,,,,,18366 | Due to lack of Aadhar card | 1
,,,,,,18392 | Children are not getting admission in school due to lack of Aadhar card. | 0.921
,,,,,,18439 | Some children do not have Aadhar cards. | 0.9291
,,,,,,18561 | Children did not have proper Aadhar card | 0.9246
,,,,,,18592 | The child is not enrolled in school due to lack of Aadhaar card. | 0.9157
,,,,,,18596 | Two children were not enrolled in school due to lack of Aadhaar card. | 0.9305
,,,,,,18613 | Children were not enrolled in school due to lack of Aadhaar card. | 0.9421
,,,,,,18620 | Children are unable to enter school because their Aadhaar cards are not made. | 0.9416
,,,,,,"18643 | Many children do not have Aadhaar cards, due to which they cannot go to school. | 0.9491"
,,,,,,"18654 | The community shared challenges regarding children's education, specifically about Aadhar Card issues affecting school registration. | 0.904"
,,,,,,18660 | The children do not have Aadhaar. | 0.9107
,,,,,,18753 | Some children are unable to go to school because they do not have an Aadhaar card. | 0.9637
,,,,,,18765 | Children are unable to attend school due to lack of birth certificate and Aadhaar card. | 0.9311
,,,,,,18778 | If children do not have Aadhaar card then they are not able to get enrolled in school. | 0.9627
,,,,,,18818 | 15 children did not have an Aadhaar card. | 0.9052
,,,,,,18821 | Some children are not getting enrolled in school due to lack of Aadhaar card. | 0.9645
,,,,,,18838 | There were many children whose Aadhar cards were not made due to which they were not getting admission in school. | 0.9481
,,,,,,18841 | Many children do not have Aadhar card due to which they are not able to get admission in school. | 0.916
,,,,,,18852 | The child did not have an Aadhaar card | 1
,,,,,,18899 | Due to lack of Aadhar card | 1
,,,,,,18921 | A child does not have an Aadhaar card | 1
,,,,,,18955 | Children are unable to study due to lack of Aadhaar card. | 0.9236
,,,,,,18957 | Some children have problems with their Aadhaar cards. | 0.9141
,,,,,,18977 | Aadhaar card of children not made | 0.9238
,,,,,,18986 | 15 children did not have Aadhaar cards | 0.9449
,,,,,,"18999 | Due to lack of Aadhar card, children are not able to go to school. | 0.9082"
,,,,,,19009 | The child did not have an Aadhaar card | 1
,,,,,,19021 | Children are unable to go to school due to lack of Aadhaar card. | 0.9661
,,,,,,19032 | Due to lack of Aadhar card | 1
,,,,,,19034 | Aadhaar cards of children are not made | 0.9167
,,,,,,19038 | Some children are not enrolled in school due to lack of Aadhaar card. | 0.98
,,,,,,19116 | Children are not being enrolled due to lack of Aadhaar card. | 0.9118
,,,,,,19137 | Some children are unable to attend school due to errors in their Aadhaar cards. | 0.913
,,,,,,"19138 | The children did not have Aadhaar cards, so they were not enrolled in school. | 0.9315"
,,,,,,19175 | There are 20 children who are not getting admission in school due to lack of Aadhar card. | 0.9085
,,,,,,19198 | Lack of Aadhaar card at the time of enrolment of children prevents them from going to school | 0.9217
,,,,,,"19208 | Due to lack of Aadhar card, children are not able to go to school. | 0.9082"
,,,,,,19213 | Children who are unable to attend school due to lack of Aadhaar card at the time of admission are denied admission in school due to lack of Aadhaar card. | 0.9103
,,,,,,19222 | The children were unable to attend school because their Aadhaar cards were not in order. | 0.9133
,,,,,,19252 | Children are not getting admission in school because their Aadhar cards have not been made. | 0.9546
,,,,,,19257 | Children are not getting admission in school due to lack of Aadhar card. | 0.921
,,,,,,19260 | Children are not going to study because they don’t have Aadhaar cards and thus are not being enrolled in school. | 0.9551
,,,,,,"19270 | If any child does not have an Aadhaar card and his/her enrolment is not visible in the school, then it was also discussed that the children should get an Aadhaar card made so that they can be enrolled in the school in a proper manner and they can get their education. | 0.9148"
,,,,,,19282 | Children are not going to school due to problems with Aadhaar card. | 0.9279
,,,,,,19292 | Some children do not even have Aadhaar cards | 0.9888
,,,,,,"19349 | Due to lack of Aadhar card, children are not able to go to school. | 0.9082"
,,,,,,"19398 | Many children do not have Aadhaar cards. Therefore, they have not been admitted to school till date. | 0.9381"
,,,,,,"19413 | Due to Aadhaar card issues, children are unable to attend school and are unable to enroll. | 0.9462"
,,,,,,19418 | One child did not have an Aadhaar card | 1
,,,,,,19426 | Many children do not have Aadhar card. | 0.939
,,,,,,19426 | 20 children did not have Aadhaar cards | 0.9487
,,,,,,19426 | There are many children who are unable to study and are not getting admission in school due to lack of Aadhar card. | 0.9036
,,,,,,19473 | Children are not admitted to school due to lack of Aadhaar card. | 0.9493
,,,,,,19477 | 6 children were not enrolled in school due to lack of Aadhaar card. | 0.9188
,,,,,,19489 | Due to lack of Aadhar card | 1
,,,,,,19519 | Children are unable to enroll in schools because they do not have Aadhaar cards and birth certificates. | 0.9503
,,,,,,19615 | The child did not have an Aadhaar card | 1
,,,,,,19647 | Children were not admitted to school due to lack of birth certificate and Aadhaar card. | 0.9004
,,,,,,"19663 | There is a child who does not have an Aadhaar card, he does not have any parents and his name is not enrolled in the school. | 0.9214"
,,,,,,"19666 | Due to the children not having their Aadhar cards made, they were not getting admission in the school. | 0.9075"
,,,,,,19671 | Children are not being enrolled in school due to lack of Aadhaar card | 0.9523
,,,,,,19673 | Children are not getting enrolled in school due to lack of Aadhaar card. | 0.9499
,,,,,,19718 | The child was not enrolled in school due to lack of Aadhaar card. | 0.9037
,,,,,,19754 | Some children did not have Aadhaar cards and hence could not enroll in school. | 0.9505
,,,,,,19759 | Some children are unable to enroll in school because they do not have Aadhaar cards. | 0.9794
,,,,,,"19762 | Due to lack of Aadhar card, children are not getting enrolled in school. | 0.9187"
,,,,,,19810 | 2 children do not have an Aadhaar card. | 0.9391
,,,,,,19824 | Because of the Aadhar card | 0.9072
,,,,,,19826 | Children could not be enrolled in school due to errors in their Aadhaar cards | 0.9065
,,,,,,19833 | Children are not getting admission in school due to lack of birth certificates and Aadhaar cards of children are not made. | 0.9138
,,,,,,19862 | Some children were not enrolled in school due to Aadhaar card | 0.9482
,,,,,,19864 | Many children are unable to go to school because they do not have Aadhar card. | 0.9208
,,,,,,19915 | The child is not being enrolled due to lack of Aadhaar card. | 0.9305
,,,,,,19916 | Some children are unable to enroll in school due to lack of Aadhaar card. | 0.9865
,,,,,,19922 | Due to lack of Aadhar card | 1
,,,,,,19923 | The child was not enrolled in school due to lack of Aadhaar card. | 0.9037
,,,,,,19925 | Many children are not getting enrolled in school due to lack of Aadhar card. | 0.9136
,,,,,,19952 | 20 children are unable to enroll in school due to lack of Aadhaar card. | 0.9477
,,,,,,20020 | Many children do not have Aadhaar cards | 1
,,,,,,"20028 | If children do not have an Aadhaar card, they are not admitted to school and if they do not have a birth certificate, their Aadhaar card is not issued. | 0.9124"
,,,,,,20031 | Children do not go to school because they have to make Aadhar card. | 0.904
,,,,,,20078 | Children do not go to school due to lack of Aadhaar card | 0.9494
,,,,,,20108 | The community faces challenges in enrolling children in school and obtaining Aadhar cards. | 0.9738
,,,,,,20113 | Due to lack of Aadhar card | 1
,,,,,,"20159 | Nirahua Chunariya Aayegi will give information about getting all those who do not have birth certificate and Aadhar card made and through Shiksha Chappal, he has to select the beneficiary | 1"
,,,,,,20185 | Children are not getting enrolled in school due to wrong Aadhaar cards. | 0.9402
,,,,,,"20216 | Many children do not have Aadhar cards, due to which they are not admitted in school. | 0.9153"
,,,,,,20218 | Due to lack of Aadhar card | 1
,,,,,,"20268 | Many children do not have Aadhaar cards, which is why they do not go to school. | 0.945"
,,,,,,20319 | The child there did not have an Aadhaar card | 1
,,,,,,20324 | The child does not have an Aadhaar card | 1
,,,,,,20343 | Children do not go to school because they do not have Aadhaar cards. | 0.9634
,,,,,,20344 | Aadhar cards of four children have not been made due to which they are not getting enrolled in the school. | 0.9142
,,,,,,20349 | One child does not have an Aadhar card. | 0.9008
,,,,,,20380 | Some children are facing problems in getting enrolled in school due to the need to make Aadhar card. | 0.9231
,,,,,,20384 | The community faces a challenge where children are unable to go to school due to a lack of Aadhar cards. | 0.9404
,,,,,,20404 | Some children are not being enrolled in school because they do not have Aadhaar cards. | 0.9932
,,,,,,"20459 | The children’s Aadhaar cards have not been made, hence they are not being enrolled in school. | 0.9649"
,,,,,,20469 | Children could not be enrolled due to lack of Aadhaar card | 0.925
,,,,,,20484 | Some children could not enroll in school because they did not have Aadhaar cards. | 0.9589
,,,,,,20528 | Children are not getting admission in school due to lack of Aadhar card. | 0.921
,,,,,,"20529 | Parents told me that my children's Aadhar cards have not been made, due to which I am not able to get them admitted in school. | 0.918"
,,,,,,20533 | A child cannot get admission due to not having an Aadhaar card. | 0.9065
,,,,,,20537 | Due to lack of Aadhar card | 1
